,Energy,Total lipid (fat),"Fatty acids, total saturated","Fatty acids, total trans","Fatty acids, total monounsaturated","Fatty acids, total polyunsaturated","Carbohydrate, by difference",Carbohydrates (net),"Fiber, total dietary","Sugars, total including NLEA","Sugars, added",Protein,Cholesterol,"Sodium, Na","Calcium, Ca","Magnesium, Mg","Potassium, K","Iron, Fe","Zinc, Zn","Phosphorus, P","Vitamin A, RAE","Vitamin C, total ascorbic acid",Thiamin,Riboflavin,Niacin,Vitamin B-6,"Folate, DFE","Folate, food",Folic acid,Vitamin B-12,Vitamin D (D2 + D3),Vitamin E (alpha-tocopherol),Vitamin K (phylloquinone),Water
Fenugreek Roti,223.99293100613997,14.744035796827351,8.385895742010915,0.0,3.984792626021349,0.8916965004412727,18.84913047624825,14.319961391789123,4.5291690844591255,1.477965169135668,,6.249095767157871,33.67812500592579,108.26956246164357,34.477024462492906,45.49322780047152,213.3161449350003,4.760181329682689,0.7175281178054393,85.12457009417243,114.57785707313472,0.48893450387411014,0.10653814324311715,0.06651275433987106,0.5168955365669246,0.1396276504772922,61.11133304114836,61.11133304114836,0.0,0.012631250168657198,0.003062500045583026,0.5534140012846577,2.455165003384918,5.76799673758293
Creamy Mushrooms Over Soba Noodles (Vegan),560.9937305991604,7.331246736958651,1.728085803893992,0.0,2.823731627715759,2.0955536742851977,85.6481520115772,82.22498381456953,3.423168197007664,9.528135755863758,,21.576998567932577,0.0,776.8393597009394,135.26414540577431,121.59949256896246,1340.5906299549852,4.482799603690087,3.526225626678236,549.8201813710326,50.738196111058556,17.965037002563477,0.6643394016415864,1.2598434280699053,12.523192931364019,0.601172655273423,111.13918380727695,106.02199630736348,3.007812499949145,0.15503880004882814,1.207148776228956,0.4841518875121311,1.359359374999901,460.9855211530232
Korean Beef Rice Bowl,2873.7934789056208,21.83567068742346,5.984941845912411,0.013825000000000002,9.13403397912806,4.504818813871582,575.9004028590106,572.382307338991,3.518095520019531,6.522937041944907,2.0958,73.93718794406682,77.11064178466796,2305.7836266286677,165.97157246063128,309.75404360608746,1337.5100903710659,8.927042600499371,13.09440970501296,1054.6649982338784,269.6103055000305,13.223537546157837,0.6803871036050514,0.5853814628167903,20.420865570527848,1.8749120937311974,117.80835419624619,117.80835419624619,0.0,1.3380964309692382,0.11339800262451172,1.6129973819240715,57.711347333797605,312.7582015950234
Penne Pasta with Broccoli and Cheese,290.8805901353157,3.5391619495807785,1.3317502414665237,0.0,0.9406207532283568,0.6806038878286296,51.05220840144909,46.533634109456905,4.518574291992187,4.167969497042318,,14.62218115179878,6.0088683556815745,202.5962890905396,153.20442355784581,67.08310222728961,575.0500403679949,1.9786823331946537,1.5572215696352698,244.34909955655542,1038.972359764973,106.72195164036452,0.15175186480744457,0.24330587919331975,2.6705843952514425,0.3236768399873692,94.92090030784117,94.92090030784117,0.0,0.07435312500377136,0.030980468751571403,0.10234055374885151,3.3538592354321226,403.6889636521402
"Beer Can Chicken, Country Style Vegetables with Roasted Garlic",1070.6432956034485,61.94919834645604,15.28861272233584,0.29100000000000004,29.868640863622034,12.045871234868379,61.1772014542179,52.220247565769625,8.956953888448274,7.016190026246742,,67.52299231719994,225.0,1412.7488087819422,311.3672414194782,148.28382732646057,1543.412710540838,7.0361790779622915,6.091778763783805,733.4344840240531,222.3225,127.02958931887261,0.5832154302520905,0.632792469568898,23.33900328201808,2.909759459238718,64.25118341574368,64.25118341574368,0.0,0.947009700012207,0.6000000000000001,4.408741318766372,35.39732437795003,486.03472126084233
Swiss Chard Wraps,156.8450023083389,12.749466822800038,2.0278916909497973,0.0,6.976025098470152,3.026461687479168,10.674933563837408,5.644266776794194,5.030666787043214,3.9063500903412702,,3.380266732376814,0.0,172.1176402288387,55.42062565781242,74.90230111991677,673.5271658740692,1.7538924666772686,0.7453800499804966,86.64166835784913,233.88500149860977,84.0603352881372,0.10121500221177936,0.18014667037695647,1.4782583699233829,0.37918167564257976,81.62166884750128,81.62166884750128,0.0,0.0,0.0,3.1951833692505955,527.3527505779117,182.27396370482012
Healthy Mint Brownies,331.87403666093513,9.509763024205952,4.262149119040026,0.017078465430475753,3.1262106467204704,1.9374601304755326,61.58100462843084,51.53605754574098,10.044947082689859,22.522293454871306,19.260567295068334,10.42879867027255,1.836154568632046,169.19666419851183,104.23670523413367,113.12606352890172,846.4949141931171,3.3650563038148893,2.0610720786191377,241.90267378692934,7.9511262272207235,4.72881238465563,0.3527666185035228,0.11474060831571069,1.165901759422233,0.1431975376656735,165.6252717608798,165.6252717608798,0.0,0.002334982708493785,0.020000000596046452,0.8114062378245469,5.729397064348573,32.71188111103677
Fresh Herb Omelette,314.71975000000003,25.512585,6.5085575,0.03268,14.34093275,3.2722105,5.154400000000001,3.7659750000000005,1.3884250000000002,2.4282399999999997,,16.339550000000003,328.42,275.60499999999996,221.89175,29.599750000000004,347.42249999999996,2.2516974999999997,1.6585275,281.3605,209.04075,12.386,0.073453,0.46178500000000006,0.6122650000000002,0.22790974999999997,62.33825,62.33825,0.0,0.9154,1.7825,3.4219900000000005,57.9345,148.541625
Beef Braised In Red Wine,364.1138148692045,16.18452354662706,5.68636463717471,0.4410456150209903,8.018465953210423,1.5994202512225375,5.683068866386925,4.528290741382668,1.1547781250042568,1.86632748060074,,38.6689473274623,118.23533056259156,557.3997080893819,50.44328850928692,57.80986476671567,890.565093335681,5.332533142495113,11.799189256306795,449.3442638151908,79.53128481801294,5.366140625022737,0.21427872037004192,0.4036126901779715,8.646996368828539,1.0969204252585318,15.722445483682082,15.722445483682082,0.0,4.596198558211326,0.05669900131225586,0.7983645375987827,8.115343640935336,221.5925043436053
"Vietnamese Pancakes with Vegetables, Herbs and a Fragrant Dipping Sauce (Bánh Xèo)",486.96396067831995,33.023778073965566,14.884228352672654,0.0030033334228396417,8.17123965465127,8.11763743553118,44.54169754138288,38.66032661620333,5.881370925179552,7.800831220908425,1.4651042103054028,8.15830092205615,26.660000794529918,380.16116424884007,100.43496592624508,112.60301338543344,767.6097267747058,5.826632909940961,1.9154002939732935,271.0501864001835,208.41818945519313,106.48444179782778,0.29570933655486925,0.18220581563654029,4.182375270380905,0.6226227508454848,90.31889735337334,90.31889735337334,0.0,0.0637833352342248,0.14630967597423086,1.2231940393193346,223.55708969785243,233.76930430867804
Grilled Guacamole with Pistachios,267.11866666666765,18.76294083333335,2.6854372916666667,0.0,11.725743729166682,3.1463624583333356,24.18814583333349,13.382587500000037,10.805558333333453,3.322908125000037,,6.160587500000091,0.0,322.6982083333353,45.50220833333617,61.158729166667754,823.1329166666887,1.704898125000075,1.228099791666688,145.109062500002,140.69289583334756,28.014481250001143,0.22749233333333618,0.20964793750000688,2.946377500000047,0.5250849166666729,112.69535416666929,112.69535416666929,0.0,0.0,0.0,2.638508958333439,25.499420833346438,170.12169958333726
Stir Fried Cabbage and Tomatoes,71.48599999999999,0.37825000000000003,0.058265,0.0,0.04268249999999999,0.1659725,16.325200000000002,14.225950000000003,2.09925,6.4533000000000005,1.0479,2.7452,0.0,407.16076976291987,59.16614962333,21.241077926139162,418.09668222663333,0.790709391848625,0.5111047043110166,69.425,54.0575,26.06,0.0967325,0.0655795,1.028945,0.41407999999999995,21.5475,21.5475,0.0,0.0,0.0,0.813125,13.23,154.35283007188482
